date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,open_interest,oi_change_rate,signal,position_scale,is_effective_signal
2023-08-29,183944.18517804652,down_trend,2.0,0,,41,oi_change_rate,3.2256459996518196,41506.0,3.2256459996518196,0,1.0,0
2023-08-30,183383.0947994899,down_trend,2.0,0,,41,oi_change_rate,2.0141666265118294,42342.0,2.0141666265118294,0,1.0,0
2023-08-31,184364.5029335453,down_trend,2.0,0,,41,oi_change_rate,1.0367956166454113,42781.0,1.0367956166454113,0,1.0,0
2023-09-01,184103.68802188992,down_trend,2.0,0,,41,oi_change_rate,-0.9046071854327856,42394.0,-0.9046071854327856,1,0.7,0
2023-09-04,187126.3395181521,down_trend,2.0,0,,41,oi_change_rate,-0.3302354106713214,42254.0,-0.3302354106713214,1,0.7,0
2023-09-05,187481.0988396477,down_trend,2.0,0,,41,oi_change_rate,1.5714488569129552,42918.0,1.5714488569129552,0,1.0,0
2023-09-06,187410.7465832597,down_trend,2.0,0,,41,oi_change_rate,2.8030197120089473,44121.0,2.8030197120089473,0,1.0,0
2023-09-07,181934.7677695439,down_trend,2.0,0,,41,oi_change_rate,8.576414859137373,47905.0,8.576414859137373,0,1.0,0
2023-09-08,173951.38707074328,down_trend,2.0,0,,41,oi_change_rate,16.407473123891034,55765.0,16.407473123891034,0,1.0,0
2023-09-11,175933.38619402982,down_trend,2.0,0,,41,oi_change_rate,5.729400161391554,58960.0,5.729400161391554,0,1.0,0
2023-09-12,175115.808687838,down_trend,2.0,0,,41,oi_change_rate,5.693690637720489,62317.0,5.693690637720489,0,1.0,0
2023-09-13,173532.41662518663,down_trend,2.0,0,,41,oi_change_rate,3.16286085658809,64288.0,3.16286085658809,0,1.0,0
2023-09-14,166974.9207180873,down_trend,2.0,0,,41,oi_change_rate,12.81421105027377,72526.0,12.81421105027377,0,1.0,0
2023-09-15,167419.08418504574,down_trend,2.0,0,,41,oi_change_rate,2.5287483109505557,74360.0,2.5287483109505557,0,1.0,0
2023-09-18,164878.8172660036,down_trend,2.0,0,,41,oi_change_rate,5.459924690693922,78420.0,5.459924690693922,0,1.0,0
2023-09-19,157557.17446305772,down_trend,2.0,0,,41,oi_change_rate,14.410864575363428,89721.0,14.410864575363428,0,1.0,0
2023-09-20,152200.22593190565,down_trend,2.0,0,,41,oi_change_rate,9.763600494867422,98481.0,9.763600494867422,0,1.0,0
2023-09-21,157066.76293912297,down_trend,2.0,0,,41,oi_change_rate,-3.139691920268884,95389.0,-3.139691920268884,1,0.7,0
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,41,oi_change_rate,0.958181760999696,96303.0,0.958181760999696,0,1.0,0
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,41,oi_change_rate,2.9562941964424785,99150.0,2.9562941964424785,0,1.0,0
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,41,oi_change_rate,8.720121028744327,107796.0,8.720121028744327,0,1.0,0
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,41,oi_change_rate,-1.0547701213403096,106659.0,-1.0547701213403096,1,0.7,1
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,41,oi_change_rate,-5.744475384168237,100532.0,-5.744475384168237,1,0.7,1
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,41,oi_change_rate,5.719571877611109,106282.0,5.719571877611109,0,1.0,0
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,41,oi_change_rate,6.456408422874993,113144.0,6.456408422874993,0,1.0,0
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,41,oi_change_rate,4.620660397369723,118372.0,4.620660397369723,0,1.0,0
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,41,oi_change_rate,0.5533403169668503,119027.0,0.5533403169668503,0,1.0,0
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,41,oi_change_rate,-8.502272593613213,108907.0,-8.502272593613213,1,0.7,1
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,41,oi_change_rate,5.480823087588493,114876.0,5.480823087588493,0,1.0,0
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,41,oi_change_rate,4.4656847383265434,120006.0,4.4656847383265434,0,1.0,0
2023-10-18,153207.98823114813,down_trend,4.0,0,,41,oi_change_rate,1.6757495458560405,122017.0,1.6757495458560405,0,1.0,0
2023-10-19,146620.07736703512,down_trend,4.0,0,,41,oi_change_rate,5.50742929263955,128737.0,5.50742929263955,0,1.0,0
2023-10-20,141762.22849393392,down_trend,4.0,0,,41,oi_change_rate,5.964097345751416,136415.0,5.964097345751416,0,1.0,0
2023-10-23,141845.8572222496,down_trend,4.0,0,,41,oi_change_rate,4.20481618590331,142151.0,4.20481618590331,0,1.0,0
2023-10-24,144547.43179243224,down_trend,4.0,0,,41,oi_change_rate,-0.03376690983531597,142103.0,-0.03376690983531597,1,0.7,0
2023-10-25,141611.4743999891,down_trend,4.0,0,,41,oi_change_rate,3.385572436894365,146914.0,3.385572436894365,0,1.0,0
2023-10-26,140808.58170937747,down_trend,4.0,0,,41,oi_change_rate,5.5542698449433,155074.0,5.5542698449433,0,1.0,0
2023-10-27,142256.96517097135,down_trend,4.0,0,,41,oi_change_rate,1.5908533990224023,157541.0,1.5908533990224023,0,1.0,0
2023-10-30,145151.50205200096,down_trend,4.0,0,,41,oi_change_rate,0.06982309367085394,157651.0,0.06982309367085394,0,1.0,0
2023-10-31,141472.84801844467,down_trend,4.0,0,,41,oi_change_rate,1.7944700636215438,160480.0,1.7944700636215438,0,1.0,0
2023-11-01,140968.30176748667,down_trend,4.0,0,,41,oi_change_rate,3.4739531405782653,166055.0,3.4739531405782653,0,1.0,0
2023-11-02,139460.8904642823,down_trend,4.0,0,,41,oi_change_rate,2.1059287585438557,169552.0,2.1059287585438557,0,1.0,0
2023-11-03,139792.89015969163,down_trend,4.0,0,,41,oi_change_rate,4.372699820703973,176966.0,4.372699820703973,0,1.0,0
2023-11-06,137673.10349068398,down_trend,4.0,0,,41,oi_change_rate,10.274289976605676,195148.0,10.274289976605676,0,1.0,0
2023-11-07,134064.895158069,down_trend,4.0,0,,41,oi_change_rate,6.477647734027507,207789.0,6.477647734027507,0,1.0,0
2023-11-08,135846.2033121477,down_trend,4.0,0,,41,oi_change_rate,-3.6075056908691026,200293.0,-3.6075056908691026,1,0.7,0
2023-11-09,135284.71439327145,down_trend,4.0,0,,41,oi_change_rate,0.7953348344675051,201886.0,0.7953348344675051,0,1.0,0
2023-11-10,139399.19152847852,down_trend,4.0,0,,41,oi_change_rate,-4.085969309412243,193637.0,-4.085969309412243,1,0.7,0
2023-11-13,133822.71001129967,down_trend,4.0,0,,41,oi_change_rate,0.0898588596187712,193811.0,0.0898588596187712,0,1.0,0
2023-11-14,134542.8126142225,down_trend,4.0,0,,41,oi_change_rate,1.637161977390344,196984.0,1.637161977390344,0,1.0,0
2023-11-15,135348.50198664705,down_trend,4.0,0,,41,oi_change_rate,5.9187548227267195,208643.0,5.9187548227267195,0,1.0,0
2023-11-16,134609.8775773196,down_trend,4.0,0,,41,oi_change_rate,4.139606888321199,217280.0,4.139606888321199,0,1.0,0
2023-11-17,132873.24343116445,down_trend,4.0,0,,41,oi_change_rate,0.6111929307805597,218608.0,0.6111929307805597,0,1.0,0
2023-11-20,130451.21280959838,down_trend,4.0,0,,41,oi_change_rate,3.703890068067042,226705.0,3.703890068067042,0,1.0,0
2023-11-21,127152.50080318702,down_trend,4.0,0,,41,oi_change_rate,2.973026620498004,233445.0,2.973026620498004,0,1.0,0
2023-11-22,120061.07353298634,down_trend,4.0,0,,41,oi_change_rate,2.2142260489622823,238614.0,2.2142260489622823,0,1.0,0
2023-11-23,119365.8717677746,down_trend,4.0,0,,41,oi_change_rate,-0.06537755538233297,238458.0,-0.06537755538233297,1,0.7,0
2023-11-24,119482.67885226436,down_trend,4.0,0,,41,oi_change_rate,4.5282607419335905,249256.0,4.5282607419335905,0,1.0,0
2023-11-27,112159.48302925436,down_trend,4.0,0,,41,oi_change_rate,9.903873928812144,273942.0,9.903873928812144,0,1.0,0
2023-11-28,111092.3585328962,down_trend,4.0,0,,41,oi_change_rate,0.8804783494316315,276354.0,0.8804783494316315,0,1.0,0
2023-11-29,110509.74250070576,down_trend,4.0,0,,41,oi_change_rate,14.07940540031988,315263.0,14.07940540031988,0,1.0,0
2023-11-30,106840.2284561332,down_trend,4.0,1,4.0,41,oi_change_rate,4.229484589057391,328597.0,4.229484589057391,0,1.0,0
2023-12-01,103008.64174088642,down_trend,4.0,1,4.0,41,oi_change_rate,0.9701853638347276,331785.0,0.9701853638347276,0,1.0,0
2023-12-04,96704.46664097524,down_trend,4.0,1,4.0,41,oi_change_rate,11.058667510586675,368476.0,11.058667510586675,0,1.0,0
2023-12-05,91488.87545841128,up_trend,5.0,1,4.0,41,oi_change_rate,5.749356810212877,389661.0,5.749356810212877,0,1.0,0
2023-12-06,92685.57123121686,up_trend,5.0,1,4.0,41,oi_change_rate,-0.24328839683725084,388713.0,-0.24328839683725084,1,0.7,1
2023-12-07,95331.93392971825,up_trend,5.0,1,5.0,41,oi_change_rate,7.754821680777334,418857.0,7.754821680777334,0,1.0,0
2023-12-11,97124.60930398648,up_trend,5.0,1,5.0,41,oi_change_rate,-26.457000837994826,308040.0,-26.457000837994826,1,0.7,1
2023-12-12,93946.71264616384,up_trend,5.0,1,5.0,41,oi_change_rate,5.082132190624594,323695.0,5.082132190624594,0,1.0,0
2023-12-13,105012.27001922044,down_trend,6.0,1,5.0,41,oi_change_rate,-0.025023556125364926,323614.0,-0.025023556125364926,1,0.7,1
2023-12-14,102057.15752276892,down_trend,6.0,1,5.0,41,oi_change_rate,-5.032847775436168,307327.0,-5.032847775436168,1,0.7,1
2023-12-15,103836.16664647858,down_trend,6.0,1,5.0,41,oi_change_rate,-0.6071708636078184,305461.0,-0.6071708636078184,1,0.7,1
2023-12-18,102275.61099355902,down_trend,6.0,1,6.0,41,oi_change_rate,-1.599222159293658,300576.0,-1.599222159293658,1,0.7,1
2023-12-19,101423.8115274905,down_trend,6.0,1,6.0,41,oi_change_rate,-1.5610028744809965,295884.0,-1.5610028744809965,1,0.7,1
2023-12-20,100354.27599033044,down_trend,6.0,1,6.0,41,oi_change_rate,-0.5965175541766368,294119.0,-0.5965175541766368,1,0.7,1
2023-12-21,97269.5430794462,up_trend,7.0,1,6.0,41,oi_change_rate,-1.9413910696010797,288409.0,-1.9413910696010797,1,0.7,1
2023-12-22,100221.330413198,up_trend,7.0,1,6.0,41,oi_change_rate,0.2936801556123422,289256.0,0.2936801556123422,0,1.0,0
2023-12-25,102100.52780946268,up_trend,7.0,1,6.0,41,oi_change_rate,1.2300522720358438,292814.0,1.2300522720358438,0,1.0,0
2023-12-26,106402.42521607364,up_trend,7.0,0,,41,oi_change_rate,-2.638535042723367,285088.0,-2.638535042723367,1,0.7,0
2023-12-27,105131.18246910564,up_trend,7.0,1,7.0,41,oi_change_rate,-2.413991469300707,278206.0,-2.413991469300707,1,0.7,1
2023-12-28,105819.35906042664,up_trend,7.0,1,7.0,41,oi_change_rate,0.6599426324378339,280042.0,0.6599426324378339,0,1.0,0
2023-12-29,106610.13450262693,up_trend,7.0,1,7.0,41,oi_change_rate,-1.5833339284821564,275608.0,-1.5833339284821564,1,0.7,1
2024-01-02,107455.72087803832,down_trend,8.0,1,7.0,41,oi_change_rate,-2.0307828510057764,270011.0,-2.0307828510057764,1,0.7,1
2024-01-03,105957.35096608776,down_trend,8.0,1,8.0,41,oi_change_rate,-2.934324897874531,262088.0,-2.934324897874531,1,0.7,1
2024-01-04,100109.5650870054,down_trend,8.0,1,8.0,41,oi_change_rate,0.5128048594365251,263432.0,0.5128048594365251,0,1.0,0
2024-01-05,98254.22684832136,down_trend,8.0,1,8.0,41,oi_change_rate,0.05504266755747214,263577.0,0.05504266755747214,0,1.0,0
2024-01-08,96598.67900900664,down_trend,8.0,1,8.0,41,oi_change_rate,2.4030928343520106,269911.0,2.4030928343520106,0,1.0,0
2024-01-09,98314.87303704405,no_trend,,1,8.0,41,oi_change_rate,1.9443446172997765,275159.0,1.9443446172997765,0,1.0,0
2024-01-10,97384.13773810714,no_trend,,1,8.0,41,oi_change_rate,-1.915256270011157,269889.0,-1.915256270011157,0,1.0,0
2024-01-11,103962.28880612228,down_trend,9.0,0,,41,oi_change_rate,-0.020008225603859366,269835.0,-0.020008225603859366,1,0.7,0
2024-01-12,102264.76779132622,down_trend,9.0,0,,41,oi_change_rate,-0.8586728926936831,267518.0,-0.8586728926936831,1,0.7,0
2024-01-15,101447.52508323544,down_trend,9.0,0,,41,oi_change_rate,-0.4130563177057245,266413.0,-0.4130563177057245,1,0.7,0
2024-01-16,103497.49364289662,down_trend,9.0,0,,41,oi_change_rate,1.8531377973297096,271350.0,1.8531377973297096,0,1.0,0
2024-01-17,101351.72794076486,down_trend,9.0,0,,41,oi_change_rate,-1.2533628155518703,267949.0,-1.2533628155518703,1,0.7,0
2024-01-18,101852.01863061228,down_trend,9.0,0,,41,oi_change_rate,-1.04273574448869,265155.0,-1.04273574448869,1,0.7,0
2024-01-19,100996.20266321952,down_trend,9.0,0,,41,oi_change_rate,-0.22175708547830514,264567.0,-0.22175708547830514,1,0.7,0
2024-01-22,99453.21248901093,down_trend,9.0,0,,41,oi_change_rate,-2.402416023162375,258211.0,-2.402416023162375,1,0.7,0
2024-01-23,101644.81940883136,down_trend,9.0,0,,41,oi_change_rate,-1.5239474693177286,254276.0,-1.5239474693177286,1,0.7,0
2024-01-24,101961.77233558672,down_trend,9.0,0,,41,oi_change_rate,0.8160424106089446,256351.0,0.8160424106089446,0,1.0,0
2024-01-25,101013.6392979782,down_trend,9.0,0,,41,oi_change_rate,0.30895139866823224,257143.0,0.30895139866823224,0,1.0,0
2024-01-26,100360.66791803535,down_trend,9.0,0,,41,oi_change_rate,-0.5533885814507881,255720.0,-0.5533885814507881,1,0.7,0
2024-01-29,101632.47352707006,down_trend,9.0,0,,41,oi_change_rate,-1.767558266854372,251200.0,-1.767558266854372,1,0.7,0
2024-01-30,100777.94687642498,down_trend,9.0,0,,41,oi_change_rate,-2.2229299363057327,245616.0,-2.2229299363057327,1,0.7,0
2024-01-31,99057.40505351692,down_trend,9.0,0,,41,oi_change_rate,2.8178131717803403,252537.0,2.8178131717803403,0,1.0,0
2024-02-01,99478.11953502726,down_trend,9.0,0,,41,oi_change_rate,-3.766576778848248,243025.0,-3.766576778848248,1,0.7,0
2024-02-02,99888.188827397,down_trend,9.0,0,,41,oi_change_rate,-4.309844666186606,232551.0,-4.309844666186606,1,0.7,0
2024-02-05,100295.93340060544,down_trend,9.0,0,,41,oi_change_rate,-1.9870910036938134,227930.0,-1.9870910036938134,1,0.7,0
2024-02-06,97201.50715948458,down_trend,9.0,0,,41,oi_change_rate,3.470802439345413,235841.0,3.470802439345413,0,1.0,0
2024-02-07,97543.72551494786,down_trend,9.0,1,9.0,41,oi_change_rate,-2.5903044848012007,229732.0,-2.5903044848012007,1,0.7,1
2024-02-08,96269.82138578496,down_trend,9.0,1,9.0,41,oi_change_rate,-0.08139919558442012,229545.0,-0.08139919558442012,1,0.7,1
2024-02-19,94775.3944510556,down_trend,9.0,1,9.0,41,oi_change_rate,4.700167723104403,240334.0,4.700167723104403,0,1.0,0
2024-02-20,92872.2501205509,up_trend,10.0,1,9.0,41,oi_change_rate,10.449624272886899,265448.0,10.449624272886899,0,1.0,0
2024-02-21,96882.24540344122,up_trend,10.0,1,9.0,41,oi_change_rate,-2.9625388023266326,257584.0,-2.9625388023266326,1,0.7,1
2024-02-22,97588.7803097096,up_trend,10.0,1,9.0,41,oi_change_rate,-0.045422075905335736,257467.0,-0.045422075905335736,1,0.7,1
2024-02-23,101658.06928507565,up_trend,10.0,0,,41,oi_change_rate,4.694193819013699,269553.0,4.694193819013699,0,1.0,0
2024-02-26,102185.20105934492,up_trend,10.0,0,,41,oi_change_rate,2.959343802517501,277530.0,2.959343802517501,0,1.0,0
2024-02-27,106374.06782688409,up_trend,10.0,1,10.0,41,oi_change_rate,6.916729722912838,296726.0,6.916729722912838,0,1.0,0
2024-02-28,107854.74760428791,up_trend,10.0,1,10.0,41,oi_change_rate,-0.4037394768237364,295528.0,-0.4037394768237364,1,0.7,1
2024-02-29,118891.28502033616,up_trend,10.0,1,10.0,41,oi_change_rate,8.737243171543813,321349.0,8.737243171543813,0,1.0,0
2024-03-01,119227.0197740562,up_trend,10.0,1,10.0,41,oi_change_rate,-2.130394057551136,314503.0,-2.130394057551136,1,0.7,1
2024-03-04,117242.80186002524,no_trend,,1,10.0,41,oi_change_rate,0.8575434892512949,317200.0,0.8575434892512949,0,1.0,0
2024-03-05,111502.8476740102,up_trend,11.0,1,10.0,41,oi_change_rate,-2.162358133669609,310341.0,-2.162358133669609,1,0.7,1
2024-03-06,113936.33605473912,up_trend,11.0,0,,41,oi_change_rate,3.6037777799259527,321525.0,3.6037777799259527,0,1.0,0
2024-03-07,112809.94403840862,up_trend,11.0,1,11.0,41,oi_change_rate,1.705932664645051,327010.0,1.705932664645051,0,1.0,0
2024-03-08,113270.65580490432,up_trend,11.0,1,11.0,41,oi_change_rate,-0.03486131922571175,326896.0,-0.03486131922571175,1,0.7,1
2024-03-11,116149.7887487403,up_trend,11.0,1,11.0,41,oi_change_rate,4.116599774851941,340353.0,4.116599774851941,0,1.0,0
2024-03-12,119641.97952520676,up_trend,11.0,1,11.0,41,oi_change_rate,-0.4686310977132565,338758.0,-0.4686310977132565,1,0.7,1
2024-03-13,118621.2365854309,no_trend,,1,11.0,41,oi_change_rate,-0.3970385939225052,337413.0,-0.3970385939225052,0,1.0,0
2024-03-14,112022.82809349798,up_trend,12.0,1,11.0,41,oi_change_rate,-5.9194518290640845,317440.0,-5.9194518290640845,1,0.7,1
2024-03-15,114879.9057833913,up_trend,12.0,0,,41,oi_change_rate,-1.4314516129032258,312896.0,-1.4314516129032258,1,0.7,0
2024-03-18,116635.82843141958,up_trend,12.0,1,12.0,41,oi_change_rate,-0.08405348742074044,312633.0,-0.08405348742074044,1,0.7,1
2024-03-19,114777.5935745528,up_trend,12.0,1,12.0,41,oi_change_rate,-1.493764253933526,307963.0,-1.493764253933526,1,0.7,1
2024-03-20,116981.30857925958,up_trend,12.0,1,12.0,41,oi_change_rate,0.2273000327961476,308663.0,0.2273000327961476,0,1.0,0
2024-03-21,117150.57303903022,down_trend,13.0,1,12.0,41,oi_change_rate,1.9075820555103786,314551.0,1.9075820555103786,0,1.0,0
2024-03-22,114214.21441320475,down_trend,13.0,1,12.0,41,oi_change_rate,-2.9267114076890555,305345.0,-2.9267114076890555,1,0.7,1
2024-03-25,107366.8720415848,down_trend,13.0,1,12.0,41,oi_change_rate,1.4986326941656158,309921.0,1.4986326941656158,0,1.0,0
2024-03-26,108390.37476156023,down_trend,13.0,1,13.0,41,oi_change_rate,-1.8911270936787117,304060.0,-1.8911270936787117,1,0.7,1
2024-03-27,108335.4070444004,down_trend,13.0,1,13.0,41,oi_change_rate,0.33052686969677036,305065.0,0.33052686969677036,0,1.0,0
2024-03-28,108491.2733317798,down_trend,13.0,1,13.0,41,oi_change_rate,-0.12587481356432234,304681.0,-0.12587481356432234,1,0.7,1
2024-03-29,107153.30544336088,up_trend,14.0,1,13.0,41,oi_change_rate,-1.1871432744411368,301064.0,-1.1871432744411368,1,0.7,1
2024-04-01,112500.4832019566,up_trend,14.0,1,13.0,41,oi_change_rate,0.49856508915047965,302565.0,0.49856508915047965,0,1.0,0
2024-04-02,111077.01530350235,up_trend,14.0,1,13.0,41,oi_change_rate,-3.462066002346603,292090.0,-3.462066002346603,1,0.7,1
2024-04-03,111881.5949465638,up_trend,14.0,1,14.0,41,oi_change_rate,-3.2558458009517612,282580.0,-3.2558458009517612,1,0.7,1
2024-04-08,113498.56208411224,up_trend,14.0,1,14.0,41,oi_change_rate,0.141198952509024,282979.0,0.141198952509024,0,1.0,0
2024-04-09,114128.18511694236,up_trend,14.0,1,14.0,41,oi_change_rate,0.11414274557475995,283302.0,0.11414274557475995,0,1.0,0
2024-04-10,115969.12561345406,down_trend,15.0,1,14.0,41,oi_change_rate,-0.24037952432386642,282621.0,-0.24037952432386642,1,0.7,1
2024-04-11,112618.51625147591,down_trend,15.0,1,14.0,41,oi_change_rate,-2.30803797311594,276098.0,-2.30803797311594,1,0.7,1
2024-04-12,112326.96831629968,down_trend,15.0,1,14.0,41,oi_change_rate,-1.5867554274206985,271717.0,-1.5867554274206985,1,0.7,1
2024-04-15,111994.24171471068,down_trend,15.0,0,,41,oi_change_rate,-0.03349072748484637,271626.0,-0.03349072748484637,1,0.7,0
2024-04-16,108422.30803054072,down_trend,15.0,1,15.0,41,oi_change_rate,-1.2012841186042573,268363.0,-1.2012841186042573,1,0.7,1
2024-04-17,109690.96668846378,down_trend,15.0,1,15.0,41,oi_change_rate,-1.9864884503452414,263032.0,-1.9864884503452414,1,0.7,1
2024-04-18,108732.46567048231,down_trend,15.0,1,15.0,41,oi_change_rate,-0.1634782079746951,262602.0,-0.1634782079746951,1,0.7,1
2024-04-19,107978.62317880044,up_trend,16.0,1,15.0,41,oi_change_rate,0.54873915659439,264043.0,0.54873915659439,0,1.0,0
2024-04-22,108951.95362671532,up_trend,16.0,1,15.0,41,oi_change_rate,0.8449381350764837,266274.0,0.8449381350764837,0,1.0,0
2024-04-23,109475.849038121,up_trend,16.0,1,15.0,41,oi_change_rate,-0.32147336953664274,265418.0,-0.32147336953664274,1,0.7,1
2024-04-24,110654.33733416622,up_trend,16.0,1,16.0,41,oi_change_rate,1.3284705634131821,268944.0,1.3284705634131821,0,1.0,0
2024-04-25,109968.80324208087,up_trend,16.0,1,16.0,41,oi_change_rate,-1.0939080254625497,266002.0,-1.0939080254625497,1,0.7,1
2024-04-26,110328.255441008,up_trend,16.0,1,16.0,41,oi_change_rate,-1.5420936684686581,261900.0,-1.5420936684686581,1,0.7,1
2024-04-29,115988.79717510032,down_trend,17.0,1,16.0,41,oi_change_rate,10.672394043528065,289851.0,10.672394043528065,0,1.0,0
2024-04-30,111891.1974591796,down_trend,17.0,1,16.0,41,oi_change_rate,-4.516113451393992,276761.0,-4.516113451393992,1,0.7,1
2024-05-06,112887.53718943716,down_trend,17.0,1,16.0,41,oi_change_rate,1.7722872803610334,281666.0,1.7722872803610334,0,1.0,0
2024-05-07,114318.34383848505,down_trend,17.0,0,,41,oi_change_rate,2.063436836536891,287478.0,2.063436836536891,0,1.0,0
2024-05-08,112538.33345414254,down_trend,17.0,0,,41,oi_change_rate,0.7774507962348423,289713.0,0.7774507962348423,0,1.0,0
2024-05-09,112270.01049632629,down_trend,17.0,0,,41,oi_change_rate,1.2850648745482598,293436.0,1.2850648745482598,0,1.0,0
2024-05-10,109118.61716716952,down_trend,17.0,1,17.0,41,oi_change_rate,1.8845676740413584,298966.0,1.8845676740413584,0,1.0,0
2024-05-13,107885.71704728328,down_trend,17.0,1,17.0,41,oi_change_rate,1.2232160178749423,302623.0,1.2232160178749423,0,1.0,0
2024-05-14,106029.6258325672,down_trend,17.0,1,17.0,41,oi_change_rate,-0.08095881674558775,302378.0,-0.08095881674558775,1,0.7,1
2024-05-15,103961.9134405348,up_trend,18.0,1,17.0,41,oi_change_rate,0.5284776008836622,303976.0,0.5284776008836622,0,1.0,0
2024-05-16,105075.7146305242,up_trend,18.0,1,17.0,41,oi_change_rate,-1.866923704502987,298301.0,-1.866923704502987,1,0.7,1
2024-05-17,107457.99077577224,up_trend,18.0,1,17.0,41,oi_change_rate,-4.128380394299717,285986.0,-4.128380394299717,1,0.7,1
2024-05-20,107028.24148611155,up_trend,18.0,0,,41,oi_change_rate,-0.3122530473519683,285093.0,-0.3122530473519683,1,0.7,0
2024-05-21,107784.02408189964,up_trend,18.0,1,18.0,41,oi_change_rate,-0.809560389066024,282785.0,-0.809560389066024,1,0.7,1
