date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,ret_3,ret_5,realtime_trend_age,close_rank_20,close_rank_60,oi_ret_3,volume_mad_score,close_location,volume_to_open_interest,price_efficiency_5,price_efficiency_low_rank_20,push_failure_score,signal,position_scale,is_effective_signal
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,45,uptrend_push_failure,2.5781214190162274,0.00575427076308177,0.010187806288192158,9,0.9,,0.047708156392557655,-2.1685373404204373,0.08588610378532337,0.8429023233183311,0.012086579911281871,,2.5781214190162274,0,1.0,0
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,45,uptrend_push_failure,3.3084853807013745,-0.035960537310370855,-0.03067662046103148,1,0.09090909090909091,,0.17190062080569568,-0.2186351564476156,0.027138959053007575,1.8007520816545797,0.017035449117929088,,3.3084853807013745,0,1.0,0
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,3.3479536356710087,-0.052007876583413326,-0.044232195407495456,2,0.08333333333333333,,0.2309747909344182,-0.12928622286112873,0.0964958912578867,1.5552403775615005,0.02844074526720313,,3.3479536356710087,0,1.0,0
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.4018658677070794,-0.04513003991798148,-0.041711115302489166,3,0.15384615384615385,,0.2055464938521876,-0.3159714196922584,0.8912822044330793,1.3424284440923047,0.03107138818910569,0.125,2.4018658677070794,0,1.0,0
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,4.326783084390605,-0.035234416493293286,-0.07549638940589809,4,0.07142857142857142,,0.2503290741455544,0.3192940540129411,0.04371114375046922,1.4140526976160601,0.05339008194898029,0.0,4.326783084390605,0,1.0,0
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,3.131384710797426,-0.03176097860235594,-0.07988291901569877,5,0.06666666666666667,,0.22374003792806008,1.7032818041366136,0.5466431811991855,2.126730272933448,0.03756137768496351,0.19999999999999996,3.131384710797426,0,1.0,0
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,3.1464005649611066,-0.0894106209106007,-0.09484236457453621,6,0.0,,0.4450146285255894,1.7109923065943375,0.0028351888528161256,1.730746041316282,0.05479854485318127,0.0,3.1464005649611066,0,1.0,0
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.7303415404922777,-0.08098310955651211,-0.10375369960895287,7,0.0,,0.4026170579337407,2.456390945523662,0.11627370597352851,2.4307244917931943,0.04268426963206006,0.16666666666666663,2.7303415404922777,0,1.0,0
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.924139509480271,-0.06426975258239087,-0.09832603408253149,8,0.05555555555555555,,0.3033462644739888,1.32578954407672,0.5176789909596979,2.352599821000664,0.041794627885633824,0.23076923076923073,1.924139509480271,0,1.0,0
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.1145029018341357,-0.019859345938778583,-0.08041724126422944,9,0.05263157894736842,,0.16494039167134744,1.1037578413368259,0.24764909608250626,1.939780432676784,0.04145687826805137,0.2857142857142857,2.1145029018341357,0,1.0,0
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.334289725607952,0.009714160406548933,-0.06536241494323258,10,0.1,0.1,-0.03810174655466092,0.07611108481911207,0.34200522248821463,1.3000348573752396,0.05027743261838286,0.1333333333333333,1.334289725607952,0,1.0,0
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.8831223958718826,0.027999460347346572,0.017934506659128102,11,0.25,0.23809523809523808,-0.060518166184424516,0.4163232388318811,0.6881463553715331,1.9166947826887095,0.009356996649184726,1.0,1.8831223958718826,0,1.0,0
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.8886345809428406,0.025154207913111515,0.025785428369438756,12,0.25,0.22727272727272727,-0.13712040149084004,0.11751087623125295,0.18379078069384305,1.7839948151348681,0.014453757460886682,0.7647058823529411,1.8886345809428406,0,1.0,0
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.0840688280534594,0.0240445641091247,0.022848776162636142,13,0.3,0.2608695652173913,-0.03106490301811249,-0.8070224116199702,0.9390322895381423,1.2650046444730771,0.018062207330593265,0.6111111111111112,1.0840688280534594,0,1.0,0
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.5052110172220767,-0.008605674566326327,0.029622115339734467,14,0.3,0.25,-0.0019649387673670304,-1.0756283835609854,0.32110477225160766,1.1799379206490672,0.025104808330458403,0.5263157894736843,1.5052110172220767,0,1.0,0
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.572028580846028,-0.019493535182910082,-0.003887155919023666,15,0.1,0.08,0.08049367024891296,-0.9973429661937591,0.0058345062760492925,1.123953528105245,0.0034584667620347373,1.0,2.572028580846028,0,1.0,0
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.9594986917195016,-0.06783942444468949,-0.07250991788298489,16,0.0,0.0,0.18634366133326807,1.1324391781278493,0.1688812472658613,2.1882911785918577,0.03313540656396753,0.4,2.9594986917195016,0,1.0,0
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.3855774452499072,-0.05872295027016394,-0.05462060284912684,17,0.05,0.037037037037037035,0.24339862518829314,0.6861419280636527,0.677295991602671,2.0232255577506866,0.02699679362979731,0.5,2.3855774452499072,0,1.0,0
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.2031139396609407,-0.03876648213480305,-0.0649849753954359,18,0.05,0.03571428571428571,0.18706568170960836,0.16866924400066627,0.26567977400563497,1.537480515799915,0.042267186300976145,0.19999999999999996,2.2031139396609407,0,1.0,0
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.8957403200989378,0.008430256521552604,-0.05657210512949251,19,0.15,0.10344827586206896,0.06200322762565946,0.7125171350527996,0.9846213473712926,1.9588368668334073,0.028880457626338816,0.5,1.8957403200989378,0,1.0,0
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.741452071993142,0.0008671263170891841,-0.034989370842866685,20,0.15,0.1,0.02116884769107763,0.5641756597860008,0.22655679773636772,1.8737557201490778,0.018673389741584296,0.7,2.741452071993142,0,1.0,0
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.8949926398109476,0.020412158071358988,0.02353684987965443,21,0.25,0.16129032258064516,-0.0020804773687039813,0.1824866969934868,0.5803022608496612,1.625644909357694,0.014478469279588272,0.85,1.8949926398109476,0,1.0,0
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.3284837015700908,0.016904533446038483,0.01922818956292449,22,0.3,0.1875,0.00319723956417306,0.07455762721845079,0.29017620362767843,1.5976513351041521,0.012035285259327868,0.9,2.3284837015700908,0,1.0,0
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.423577369415721,0.017963021799848766,0.021963048383350836,23,0.3,0.18181818181818182,0.03992901679574068,-1.2760034825930229,0.29387389043096035,1.063915142449174,0.02064360916303066,0.65,2.423577369415721,0,1.0,0
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,4.213398378442545,-0.02774367179936521,-0.013178974940079469,24,0.0,0.0,0.1255208592247925,-0.1763150908341663,0.19639796213241084,1.3593570608495982,0.009695006058115893,0.9,4.213398378442545,0,1.0,0
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,7.573314127894224,-0.0721657375204332,-0.05514447353134788,25,0.0,0.0,0.26185511409219764,2.2241494255501024,0.022338347610102838,2.177082399354434,0.025329529809115063,0.5,7.573314127894224,0,1.0,0
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,7.2773285099776155,-0.06124174092722534,-0.05981495364545675,26,0.05,0.027777777777777776,0.28992338829479536,1.116371749116577,0.8890784415470182,1.5440298507462686,0.03873950598594106,0.30000000000000004,7.2773285099776155,0,1.0,0
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,7.0814026153331495,-0.03748024176634257,-0.06595486280132012,27,0.05,0.02702702702702703,0.26301437866167454,1.1435888915143573,0.14730940347375351,1.468315226984611,0.04491873515251053,0.050000000000000044,7.0814026153331495,0,1.0,0
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,5.452148942322567,-0.0024085490355202355,-0.07405301035876,28,0.0,0.0,0.1422265561860243,0.29104909772690146,0.25907338012524905,1.2133524141363863,0.0610317410638424,0.0,5.452148942322567,0,1.0,0
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,3.655165821237484,-0.05091964447306552,-0.08222643332475177,29,0.0,0.0,0.20708587038017257,2.620027233124566,0.008278436417618837,1.8821112428646278,0.04368840239198654,0.15000000000000002,3.655165821237484,0,1.0,0
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.2110189336468857,-0.04395219689452745,-0.03755246218899633,30,0.05,0.025,0.1766839010887331,2.0233508810619223,0.5526564107318733,1.6499596557288865,0.02275962449058013,0.55,2.2110189336468857,0,1.0,0
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.4189043716372571,-0.0498673361869556,-0.06283383254975028,31,0.0,0.0,0.19870600823166207,0.08187068561080449,0.16073649880049748,1.1052665136444784,0.056849485417380066,0.050000000000000044,1.4189043716372571,0,1.0,0
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,1.9012392601280794,-0.05640216036353185,-0.10026869850500109,32,0.0,0.0,0.21275973711553142,1.0525288983697891,0.05112654861095103,1.5437968814435863,0.06494941122775233,0.0,1.9012392601280794,0,1.0,0
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.5685916166766964,-0.09090276850588264,-0.12292913974313202,33,0.0,0.0,0.280945473317459,2.0252659592366697,0.09078406023743618,2.21777804855759,0.055428964058456306,0.15000000000000002,2.5685916166766964,0,1.0,0
2023-09-21,151772.8509232696,157066.76293912297,157680.2861874399,151353.6930785082,232964.0,36472466500.0,95389.0,0.892920667367586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,45,uptrend_push_failure,2.1764874635620908,-0.047380582032422236,-0.059339197385772646,34,0.05,0.022727272727272728,0.19588427095881045,2.3557837197298617,0.9030247025921788,2.442252251307803,0.024296915830048706,0.65,2.1764874635620908,0,1.0,0
2023-09-22,157009.49992723946,152456.84817710766,158841.53992200329,151514.37516587865,271244.0,42708139850.0,96303.0,1.0355193138275331,0.04,down_trend,-1.0,3.0,down_trend,2.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,2.3364189159368873,-0.03237127286225816,-0.0893699549293947,35,0.05,0.022222222222222223,0.07079461559003519,1.8536277334715399,0.12862724431591602,2.8165685388824855,0.031730083502549356,0.44999999999999996,2.3364189159368873,0,1.0,0
2023-09-25,152346.27160213934,151866.87342410494,155426.2457617904,150549.0723229267,225759.0,35214011400.0,99150.0,0.8228342036462523,0.04,down_trend,-1.0,3.0,down_trend,2.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,1.848362793098225,-0.002190223475422748,-0.07891822647481839,36,0.0,0.0,0.006770218795102423,0.9974379199890653,0.27019771137875986,2.276944024205749,0.03465971303459992,0.4,1.848362793098225,0,1.0,0
2023-09-26,151215.47692985792,144355.1337711975,151748.0626289744,144233.909885339,297437.0,45048459750.0,107796.0,1.014961885819421,0.04,down_trend,-1.0,3.0,down_trend,2.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,2.362105193016822,-0.08093137548681983,-0.08379206301999087,37,0.0,0.0,0.12227728421207296,1.126177160084869,0.01613274177333805,2.759258228505696,0.030367604653432273,0.5,2.362105193016822,0,1.0,0
2023-09-27,144180.6283420003,140785.90414311024,145976.34328702634,140323.49327687922,359610.0,52713771200.0,106659.0,1.215383281344587,0.04,down_trend,-1.0,3.0,up_trend,3.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,2.482175652655986,-0.07655244204208789,-0.07499543262111963,38,0.0,0.0,0.10213735857571038,1.52810992512282,0.08180136840725818,3.3715860827496975,0.022243368782670112,0.75,2.482175652655986,0,1.0,0
2023-09-28,142111.29202125155,143446.1425217841,145073.65260635564,141883.50404287502,229660.0,33785788900.0,100532.0,0.8261238695697705,0.04,down_trend,-1.0,3.0,up_trend,3.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,1.111250018520705,-0.05544810867874417,-0.08671866767011716,39,0.05,0.02040816326530612,0.013842229812468076,0.059450644513574014,0.48983251024652824,2.2844467433255082,0.03796046807546903,0.35,1.111250018520705,0,1.0,0
2023-10-09,142622.09037149654,144995.4945334111,146292.24506525323,141502.7830156082,126601.0,18776329750.0,106282.0,0.174944469642449,0.04,down_trend,-1.0,3.0,up_trend,3.0,1,2.0,down_trend,0,1,45,uptrend_push_failure,1.2389854356459171,0.004436009620749637,-0.04894075755146643,40,0.15,0.06,-0.01414461310448445,-1.7908803961310409,0.729249231249629,1.1911800681206601,0.04108594398215618,0.30000000000000004,1.2389854356459171,0,1.0,0
2023-10-10,145440.99928102564,145276.11008979706,147913.63684563997,144536.37170042112,204816.0,30915498200.0,113144.0,0.5934506713955551,0.04,down_trend,-1.0,3.0,up_trend,3.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,2.5256179015007953,0.03189386021289797,-0.04339829474135837,41,0.2,0.0784313725490196,0.05902451417566823,-0.3231613062449616,0.21903473892867992,1.8102241391501095,0.023973989630772262,0.7,2.5256179015007953,0,1.0,0
2023-10-11,146020.77058642116,148356.2540127733,148590.77291172507,145631.75838216505,164711.0,25109956400.0,118372.0,0.3303602150568635,0.04,up_trend,1.0,4.0,up_trend,3.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,2.291380840135068,0.034229651663470584,0.02771720088540519,1,0.25,0.09615384615384616,0.1633561232178078,-1.5551647673223656,0.9207442556942653,1.391469266380563,0.01991937698883003,0.9,2.291380840135068,0,1.0,0
2023-10-12,149216.11493185945,157649.97815621665,157668.78951368414,148696.9710138813,268692.0,42283646000.0,119027.0,0.8142153840651848,0.04,up_trend,1.0,4.0,up_trend,3.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,2.0036029140435576,0.08727501267213222,0.11978524494869824,2,0.55,0.20754716981132076,0.1132544192014322,0.7949230007361742,0.997903283769293,2.2574037823351003,0.05306327821635444,0.19999999999999996,2.0036029140435576,0,1.0,0
2023-10-13,159370.05782139994,159604.77838890062,163084.90456708398,156959.41530599742,353656.0,57898923250.0,108907.0,1.1778303822365563,0.04,up_trend,1.0,4.0,down_trend,4.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,2.24698063735298,0.09863058895400512,0.11264601182748879,3,0.6,0.2222222222222222,-0.03816703668991295,1.852970218075396,0.4318615167131905,3.2473211088359792,0.03468890450069085,0.5,2.24698063735298,0,1.0,0
2023-10-16,160433.52449509362,156717.2664438177,163506.50323077888,154093.8079201695,437823.0,72263163400.0,114876.0,1.3379614333609042,0.04,up_trend,1.0,4.0,down_trend,4.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,3.0268675774379394,0.05635766747200632,0.0808423182260023,4,0.45,0.16363636363636364,-0.029978922243865114,2.049130112605701,0.2787149097125469,3.8112660607959885,0.021211407688792594,0.95,3.0268675774379394,0,1.0,0
2023-10-17,156602.9712412974,157225.7441294602,159987.87518911972,154292.7897637863,347794.0,56986900450.0,120006.0,1.0640686089454428,0.04,up_trend,1.0,4.0,down_trend,4.0,1,3.0,up_trend,1,0,45,uptrend_push_failure,2.619888445554801,-0.0026909869047750945,0.08225463933661836,5,0.55,0.19642857142857142,0.008191383400070862,0.8311220200049845,0.5149974314041438,2.8981384264120127,0.028381887692801554,0.7,2.619888445554801,0,1.0,0
2023-10-18,158134.20468107678,153207.98823114813,159382.66344080793,153115.15977281856,308940.0,50637905900.0,122017.0,0.9289867039980632,0.04,down_trend,-1.0,5.0,down_trend,4.0,0,,,0,0,45,uptrend_push_failure,3.2643426892996583,-0.040078938878419845,0.032703267217552456,1,0.45,0.15789473684210525,0.11366607225975578,0.2577392668810291,0.014811073634258438,2.531942270339379,0.012916276804829735,1.0,3.2643426892996583,0,1.0,0
2023-10-19,152331.37561592323,146620.07736703512,153933.62401821022,144904.68608234668,385719.0,60891405300.0,128737.0,1.0973375615124814,0.04,down_trend,-1.0,5.0,down_trend,4.0,0,,,0,0,45,uptrend_push_failure,2.8739695420250024,-0.0644293338309494,-0.06996449297475904,2,0.25,0.08620689655172414,0.11391827781994124,0.8776791393401018,0.18998815772946975,2.996178254891756,0.02335124516057429,0.75,2.8739695420250024,0,1.0,0
2023-10-20,145138.43534829994,141762.22849393392,148632.48958033923,139450.3785621648,463799.0,69944514400.0,136415.0,1.2237495586798215,0.04,down_trend,-1.0,5.0,down_trend,4.0,0,,,0,0,45,uptrend_push_failure,2.959222289522022,-0.09835231323690585,-0.11179207837681837,3,0.05,0.01694915254237288,0.12815996850542888,1.2386341423158247,0.25177760617282796,3.399912033134186,0.03288087376594964,0.44999999999999996,2.959222289522022,0,1.0,0
2023-10-23,141641.6698585686,141845.8572222496,142792.76093073745,139015.62225518006,451066.0,65915909750.0,142151.0,1.1547237973645903,0.04,down_trend,-1.0,5.0,down_trend,4.0,0,,,0,0,45,uptrend_push_failure,2.628731634230548,-0.07416147904609427,-0.09489324028567991,4,0.1,0.03333333333333333,0.15272949360659283,0.8820132200358473,0.7493066075080944,3.173146864953465,0.029905089277067403,0.55,2.628731634230548,0,1.0,0
2023-10-24,142054.04704036537,144547.43179243224,144804.76409682093,141745.26444446004,325462.0,48720076100.0,142103.0,0.828693564588757,0.04,down_trend,-1.0,5.0,down_trend,4.0,0,,,0,0,45,uptrend_push_failure,1.871252660633303,-0.014136164786043626,-0.08063763607687924,5,0.25,0.08333333333333333,0.09878058320107819,-0.2128822692444301,0.9158907227885711,2.290324623688451,0.035207950542406705,0.30000000000000004,1.871252660633303,0,1.0,0
