date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_first_diff,speculation_down_flag,speculation_down_days,speculation_down_streak,signal,position_scale,is_effective_signal
2023-08-25,190778.92248989124,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.1168524055146719,-0.048609421959532315,1.0,4.0,4,1,0.5,0
2023-08-28,182823.25598746547,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.7831209555005861,0.6662685499859142,0.0,4.0,0,1,0.5,0
2023-08-29,183944.18517804652,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.704693048634028,-0.0784279068665581,1.0,4.0,1,1,0.5,0
2023-08-30,183383.0947994899,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4301450479677753,-0.27454800066625273,1.0,4.0,2,1,0.5,0
2023-08-31,184364.5029335453,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6723508618009333,0.24220581383315798,0.0,3.0,0,0,1.0,0
2023-09-01,184103.68802188992,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.627944823211373,-0.04440603858956027,1.0,3.0,1,0,1.0,0
2023-09-04,187126.3395181521,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4859046043477473,-0.14204021886362572,1.0,4.0,2,1,0.5,0
2023-09-05,187481.0988396477,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4685346352422799,-0.017369969105467398,1.0,4.0,3,1,0.5,0
2023-09-06,187410.7465832597,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.0619556344017436,-0.4065790008405363,1.0,4.0,4,1,0.5,0
2023-09-07,181934.7677695439,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.3070118385914482,0.2450562041897046,0.0,4.0,0,1,0.5,0
2023-09-08,173951.38707074328,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.7779856314922208,0.47097379290077257,0.0,3.0,0,0,1.0,0
2023-09-11,175933.38619402982,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.434395784800586,-0.3435898466916348,1.0,3.0,1,0,1.0,0
2023-09-12,175115.808687838,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.3841156394189933,-0.0502801453815927,1.0,3.0,2,0,1.0,0
2023-09-13,173532.41662518663,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.1933871187934704,-0.1907285206255229,1.0,3.0,3,0,1.0,0
2023-09-14,166974.9207180873,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6323941482710722,0.43900702947760184,0.0,3.0,0,0,1.0,0
2023-09-15,167419.08418504574,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.5007508365401547,-0.13164331173091748,1.0,4.0,1,1,0.5,0
2023-09-18,164878.8172660036,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.1000864947069014,-0.40066434183325333,1.0,4.0,2,1,0.5,0
2023-09-19,157557.17446305772,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.4342448894794879,0.3341583947725865,0.0,3.0,0,0,1.0,0
2023-09-20,152200.22593190565,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.7965058156421968,0.3622609261627089,0.0,2.0,0,0,1.0,0
2023-09-21,157066.76293912297,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.892920667367586,0.09641485172538922,0.0,2.0,0,0,1.0,0
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,1.0355193138275331,0.14259864645994713,0.0,1.0,0,0,1.0,0
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,0.8228342036462523,-0.2126851101812809,1.0,1.0,1,0,1.0,0
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,1.014961885819421,0.19212768217316867,0.0,1.0,0,0,1.0,0
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,23,speculation_continuous_drop,1.0,1.215383281344587,0.20042139552516613,0.0,1.0,0,0,1.0,0
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,23,speculation_continuous_drop,2.0,0.8261238695697705,-0.3892594117748166,1.0,2.0,1,0,1.0,0
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,23,speculation_continuous_drop,3.0,0.174944469642449,-0.6511793999273214,1.0,3.0,2,0,1.0,0
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,23,speculation_continuous_drop,2.0,0.5934506713955551,0.41850620175310604,0.0,2.0,0,0,1.0,0
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,23,speculation_continuous_drop,3.0,0.3303602150568635,-0.26309045633869155,1.0,3.0,1,0,1.0,0
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,23,speculation_continuous_drop,3.0,0.8142153840651848,0.48385516900832126,0.0,3.0,0,0,1.0,0
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,23,speculation_continuous_drop,2.0,1.1778303822365563,0.36361499817137155,0.0,2.0,0,0,1.0,0
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,23,speculation_continuous_drop,1.0,1.3379614333609042,0.1601310511243479,0.0,1.0,0,0,1.0,0
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,23,speculation_continuous_drop,2.0,1.0640686089454428,-0.2738928244154615,1.0,2.0,1,0,1.0,0
2023-10-18,153207.98823114813,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,0.9289867039980632,-0.1350819049473796,1.0,2.0,2,0,1.0,0
2023-10-19,146620.07736703512,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.0973375615124814,0.16835085751441825,0.0,2.0,0,0,1.0,0
2023-10-20,141762.22849393392,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.2237495586798215,0.12641199716734008,0.0,2.0,0,0,1.0,0
2023-10-23,141845.8572222496,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.1547237973645903,-0.0690257613152312,1.0,3.0,1,0,1.0,0
2023-10-24,144547.43179243224,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.828693564588757,-0.3260302327758333,1.0,3.0,2,0,1.0,0
2023-10-25,141611.4743999891,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.045229662984907,0.21653609839614996,0.0,2.0,0,0,1.0,0
2023-10-26,140808.58170937747,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.016845620680504,-0.028384042304402834,1.0,3.0,1,0,1.0,0
2023-10-27,142256.96517097135,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.0304469770553892,0.013601356374885132,0.0,3.0,0,0,1.0,0
2023-10-30,145151.50205200096,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.8618781030406721,-0.1685688740147171,1.0,3.0,1,0,1.0,0
2023-10-31,141472.84801844467,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.0429541271050051,0.18107602406433299,0.0,2.0,0,0,1.0,0
2023-11-01,140968.30176748667,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.9089421263603804,-0.13401200074462472,1.0,3.0,1,0,1.0,0
2023-11-02,139460.8904642823,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.5833284177212471,-0.3256137086391333,1.0,3.0,2,0,1.0,0
2023-11-03,139792.89015969163,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.4972419244517814,-0.08608649326946571,1.0,4.0,3,1,0.5,0
2023-11-06,137673.10349068398,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.4877300861672962,-0.009511838284485208,1.0,4.0,4,1,0.5,0
2023-11-07,134064.895158069,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.725760940812266,0.23803085464496987,0.0,4.0,0,1,0.5,0
2023-11-08,135846.2033121477,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.1901756336576224,0.4644146928453563,0.0,3.0,0,0,1.0,0
2023-11-09,135284.71439327145,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.5799246881619707,-0.6102509454956516,1.0,3.0,1,0,1.0,0
2023-11-10,139399.19152847852,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,0.8568342382430861,0.2769095500811154,0.0,2.0,0,0,1.0,0
2023-11-13,133822.71001129967,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,0.8434280036976943,-0.013406234545391804,1.0,2.0,1,0,1.0,0
2023-11-14,134542.8126142225,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.7656293343658661,-0.07779866933182822,1.0,3.0,2,0,1.0,0
2023-11-15,135348.50198664705,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.448852216230571,-0.31677711813529513,1.0,4.0,3,1,0.5,0
2023-11-16,134609.8775773196,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.2319923556029504,-0.21685986062762058,1.0,4.0,4,1,0.5,0
2023-11-17,132873.24343116445,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.3456176412901895,0.11362528568723912,0.0,4.0,0,1,0.5,0
2023-11-20,130451.21280959838,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.3865927729070039,0.040975131616814375,0.0,3.0,0,0,1.0,0
2023-11-21,127152.50080318702,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,0.6056578661009121,0.2190650931939082,0.0,2.0,0,0,1.0,0
2023-11-22,120061.07353298634,down_trend,4.0,0,,23,speculation_continuous_drop,1.0,1.0743885942000646,0.4687307280991525,0.0,1.0,0,0,1.0,0
2023-11-23,119365.8717677746,down_trend,4.0,0,,23,speculation_continuous_drop,0.0,1.1309693996026733,0.05658080540260868,0.0,0.0,0,0,1.0,0
2023-11-24,119482.67885226436,down_trend,4.0,0,,23,speculation_continuous_drop,0.0,1.201514075941524,0.07054467633885064,0.0,0.0,0,0,1.0,0
2023-11-27,112159.48302925436,down_trend,4.0,0,,23,speculation_continuous_drop,1.0,1.0328362439681429,-0.16867783197338104,1.0,1.0,1,0,1.0,0
2023-11-28,111092.3585328962,down_trend,4.0,0,,23,speculation_continuous_drop,1.0,1.0475958700346195,0.014759626066476628,0.0,1.0,0,0,1.0,0
2023-11-29,110509.74250070576,down_trend,4.0,0,,23,speculation_continuous_drop,1.0,1.2200290611416147,0.17243319110699518,0.0,1.0,0,0,1.0,0
2023-11-30,106840.2284561332,down_trend,4.0,1,4.0,23,speculation_continuous_drop,2.0,0.9048295812780548,-0.3151994798635599,1.0,2.0,1,0,1.0,0
2023-12-01,103008.64174088642,down_trend,4.0,1,4.0,23,speculation_continuous_drop,2.0,1.2373251146707174,0.3324955333926626,0.0,2.0,0,0,1.0,0
2023-12-04,96704.46664097524,down_trend,4.0,1,4.0,23,speculation_continuous_drop,2.0,1.2182507007370564,-0.01907441393366094,1.0,2.0,1,0,1.0,0
2023-12-05,91488.87545841128,down_trend,4.0,1,4.0,23,speculation_continuous_drop,3.0,0.5526496490566544,-0.6656010516804021,1.0,3.0,2,0,1.0,0
2023-12-06,92685.57123121686,no_trend,,1,4.0,23,speculation_continuous_drop,3.0,1.362668612012835,0.8100189629561807,0.0,3.0,0,0,1.0,0
2023-12-07,95331.93392971825,no_trend,,1,4.0,23,speculation_continuous_drop,3.0,0.242212494358547,-1.120456117654288,1.0,3.0,1,0,1.0,0
2023-12-08,102180.15741011292,no_trend,,0,,23,speculation_continuous_drop,4.0,-1.76611580572971,-2.008328300088257,1.0,4.0,2,1,0.5,0
2023-12-11,97124.60930398648,no_trend,,0,,23,speculation_continuous_drop,3.0,1.474114423933736,3.240230229663446,0.0,3.0,0,0,1.0,0
2023-12-12,93946.71264616384,no_trend,,0,,23,speculation_continuous_drop,3.0,0.9351900801091856,-0.5389243438245505,1.0,3.0,1,0,1.0,0
2023-12-13,105012.27001922044,down_trend,5.0,0,,23,speculation_continuous_drop,3.0,1.083779523043371,0.14858944293418552,0.0,3.0,0,0,1.0,0
2023-12-14,102057.15752276892,down_trend,5.0,0,,23,speculation_continuous_drop,2.0,1.3118435482351096,0.22806402519173852,0.0,2.0,0,0,1.0,0
2023-12-15,103836.16664647858,down_trend,5.0,0,,23,speculation_continuous_drop,2.0,0.7497108699645427,-0.5621326782705669,1.0,2.0,1,0,1.0,0
2023-12-18,102275.61099355902,down_trend,5.0,1,5.0,23,speculation_continuous_drop,3.0,0.6394461335009323,-0.11026473646361046,1.0,3.0,2,0,1.0,0
2023-12-19,101423.8115274905,down_trend,5.0,1,5.0,23,speculation_continuous_drop,3.0,0.0078606303055067,-0.6315855031954256,1.0,3.0,3,0,1.0,0
2023-12-20,100354.27599033044,down_trend,5.0,1,5.0,23,speculation_continuous_drop,4.0,-0.4025792893853374,-0.4104399196908441,1.0,4.0,4,1,0.5,1
2023-12-21,97269.5430794462,up_trend,6.0,1,5.0,23,speculation_continuous_drop,4.0,0.2847148683600652,0.6872941577454026,0.0,4.0,0,1,0.5,1
2023-12-22,100221.330413198,up_trend,6.0,1,5.0,23,speculation_continuous_drop,4.0,0.2768380592709572,-0.007876809089107983,1.0,4.0,1,1,0.5,1
2023-12-25,102100.52780946268,up_trend,6.0,1,5.0,23,speculation_continuous_drop,4.0,-0.4344416965130948,-0.711279755784052,1.0,4.0,2,1,0.5,1
2023-12-26,106402.42521607364,up_trend,6.0,0,,23,speculation_continuous_drop,3.0,0.1306333540598918,0.5650750505729866,0.0,3.0,0,0,1.0,0
2023-12-27,105131.18246910564,up_trend,6.0,1,6.0,23,speculation_continuous_drop,2.0,0.142543307504434,0.01190995344454221,0.0,2.0,0,0,1.0,0
2023-12-28,105819.35906042664,up_trend,6.0,1,6.0,23,speculation_continuous_drop,3.0,-0.4477884504826653,-0.5903317579870992,1.0,3.0,1,0,1.0,0
2023-12-29,106610.13450262693,up_trend,6.0,1,6.0,23,speculation_continuous_drop,2.0,-0.0920257619925673,0.355762688490098,0.0,2.0,0,0,1.0,0
2024-01-02,107455.72087803832,down_trend,7.0,1,6.0,23,speculation_continuous_drop,2.0,-0.4409603290034258,-0.3489345670108585,1.0,2.0,1,0,1.0,0
2024-01-03,105957.35096608776,down_trend,7.0,1,7.0,23,speculation_continuous_drop,3.0,-0.5609492442804844,-0.11998891527705863,1.0,3.0,2,0,1.0,0
2024-01-04,100109.5650870054,down_trend,7.0,1,7.0,23,speculation_continuous_drop,3.0,-0.1345861649153924,0.426363079365092,0.0,3.0,0,0,1.0,0
2024-01-05,98254.22684832136,down_trend,7.0,1,7.0,23,speculation_continuous_drop,3.0,-0.2238722566420936,-0.08928609172670118,1.0,3.0,1,0,1.0,0
2024-01-08,96598.67900900664,down_trend,7.0,1,7.0,23,speculation_continuous_drop,4.0,-0.3628638141522091,-0.1389915575101155,1.0,4.0,2,1,0.5,1
2024-01-09,98314.87303704405,no_trend,,1,7.0,23,speculation_continuous_drop,3.0,-0.1413208016177373,0.22154301253447178,0.0,3.0,0,0,1.0,0
2024-01-10,97384.13773810714,no_trend,,1,7.0,23,speculation_continuous_drop,3.0,-0.7932195234978155,-0.6518987218800782,1.0,3.0,1,0,1.0,0
2024-01-11,103962.28880612228,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.0911669782616943,0.7020525452361213,0.0,3.0,0,0,1.0,0
2024-01-12,102264.76779132622,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.4984780832646374,-0.4073111050029431,1.0,3.0,1,0,1.0,0
2024-01-15,101447.52508323544,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.8118915922597303,-0.3134135089950929,1.0,3.0,2,0,1.0,0
2024-01-16,103497.49364289662,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.7763605627289141,0.035531029530816216,0.0,3.0,0,0,1.0,0
2024-01-17,101351.72794076486,down_trend,8.0,0,,23,speculation_continuous_drop,2.0,-0.5796081894971861,0.196752373231728,0.0,2.0,0,0,1.0,0
2024-01-18,101852.01863061228,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.620677867531516,-0.041069678034329926,1.0,3.0,1,0,1.0,0
2024-01-19,100996.20266321952,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.991312369674998,-0.37063450214348204,1.0,3.0,2,0,1.0,0
2024-01-22,99453.21248901093,down_trend,8.0,0,,23,speculation_continuous_drop,2.0,-0.6858196422318403,0.3054927274431577,0.0,2.0,0,0,1.0,0
2024-01-23,101644.81940883136,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.8295299342379175,-0.1437102920060772,1.0,3.0,1,0,1.0,0
2024-01-24,101961.77233558672,down_trend,8.0,0,,23,speculation_continuous_drop,4.0,-1.1066766747804968,-0.27714674054257926,1.0,4.0,2,1,0.5,0
2024-01-25,101013.6392979782,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.919476911702344,0.18719976307815278,0.0,3.0,0,0,1.0,0
2024-01-26,100360.66791803535,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-1.0176747715509158,-0.09819785984857177,1.0,3.0,1,0,1.0,0
2024-01-29,101632.47352707006,down_trend,8.0,0,,23,speculation_continuous_drop,4.0,-1.053422775593723,-0.03574800404280731,1.0,4.0,2,1,0.5,0
2024-01-30,100777.94687642498,down_trend,8.0,0,,23,speculation_continuous_drop,4.0,-1.33461110304124,-0.2811883274475169,1.0,4.0,3,1,0.5,0
2024-01-31,99057.40505351692,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-0.729251311713666,0.605359791327574,0.0,3.0,0,0,1.0,0
2024-02-01,99478.11953502726,down_trend,8.0,0,,23,speculation_continuous_drop,4.0,-1.21844453702176,-0.48919322530809406,1.0,4.0,1,1,0.5,0
2024-02-02,99888.188827397,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-1.006481829009635,0.21196270801212513,0.0,3.0,0,0,1.0,0
2024-02-05,100295.93340060544,down_trend,8.0,0,,23,speculation_continuous_drop,3.0,-1.4149645134455575,-0.4084826844359226,1.0,3.0,1,0,1.0,0
2024-02-06,97201.50715948458,down_trend,8.0,0,,23,speculation_continuous_drop,2.0,-0.5379642555442696,0.8770002579012879,0.0,2.0,0,0,1.0,0
2024-02-07,97543.72551494786,down_trend,8.0,1,8.0,23,speculation_continuous_drop,3.0,-1.4786558863706138,-0.9406916308263442,1.0,3.0,1,0,1.0,0
2024-02-08,96269.82138578496,down_trend,8.0,1,8.0,23,speculation_continuous_drop,2.0,-1.2204665292818089,0.25818935708880497,0.0,2.0,0,0,1.0,0
2024-02-19,94775.3944510556,down_trend,8.0,1,8.0,23,speculation_continuous_drop,2.0,-1.1301271999197662,0.0903393293620427,0.0,2.0,0,0,1.0,0
2024-02-20,92872.2501205509,up_trend,9.0,1,8.0,23,speculation_continuous_drop,1.0,-0.8008930939608706,0.3292341059588956,0.0,1.0,0,0,1.0,0
2024-02-21,96882.24540344122,up_trend,9.0,1,8.0,23,speculation_continuous_drop,1.0,0.3295808831089428,1.1304739770698133,0.0,1.0,0,0,1.0,0
2024-02-22,97588.7803097096,up_trend,9.0,1,8.0,23,speculation_continuous_drop,1.0,-0.689661552807524,-1.0192424359164667,1.0,1.0,1,0,1.0,0
2024-02-23,101658.06928507565,up_trend,9.0,0,,23,speculation_continuous_drop,1.0,-0.1500707642072351,0.5395907886002889,0.0,1.0,0,0,1.0,0
2024-02-26,102185.20105934492,up_trend,9.0,0,,23,speculation_continuous_drop,1.0,-0.1492814000458186,0.0007893641614165059,0.0,1.0,0,0,1.0,0
2024-02-27,106374.06782688409,up_trend,9.0,1,9.0,23,speculation_continuous_drop,1.0,-0.0499557225524479,0.0993256774933707,0.0,1.0,0,0,1.0,0
2024-02-28,107854.74760428791,up_trend,9.0,1,9.0,23,speculation_continuous_drop,1.0,0.3579582624141482,0.4079139849665961,0.0,1.0,0,0,1.0,0
2024-02-29,118891.28502033616,up_trend,9.0,1,9.0,23,speculation_continuous_drop,0.0,0.7112597882648249,0.35330152585067676,0.0,0.0,0,0,1.0,0
2024-03-01,119227.0197740562,up_trend,9.0,1,9.0,23,speculation_continuous_drop,1.0,0.430950785932679,-0.28030900233214595,1.0,1.0,1,0,1.0,0
2024-03-04,117242.80186002524,no_trend,,1,9.0,23,speculation_continuous_drop,1.0,0.8291766326536015,0.39822584672092254,0.0,1.0,0,0,1.0,0
2024-03-05,111502.8476740102,up_trend,10.0,1,9.0,23,speculation_continuous_drop,2.0,0.4921953927460059,-0.33698123990759565,1.0,2.0,1,0,1.0,0
2024-03-06,113936.33605473912,up_trend,10.0,0,,23,speculation_continuous_drop,2.0,0.5194100851905226,0.027214692444516686,0.0,2.0,0,0,1.0,0
2024-03-07,112809.94403840862,up_trend,10.0,1,10.0,23,speculation_continuous_drop,3.0,0.1981332221308482,-0.3212768630596744,1.0,3.0,1,0,1.0,0
2024-03-08,113270.65580490432,up_trend,10.0,1,10.0,23,speculation_continuous_drop,3.0,0.0261616805691762,-0.171971541561672,1.0,3.0,2,0,1.0,0
2024-03-11,116149.7887487403,up_trend,10.0,1,10.0,23,speculation_continuous_drop,3.0,0.1287539913492486,0.10259231078007239,0.0,3.0,0,0,1.0,0
2024-03-12,119641.97952520676,up_trend,10.0,1,10.0,23,speculation_continuous_drop,2.0,0.1452996026262555,0.016545611277006905,0.0,2.0,0,0,1.0,0
2024-03-13,118621.2365854309,no_trend,,1,10.0,23,speculation_continuous_drop,3.0,0.0744715976691694,-0.07082800495708609,1.0,3.0,1,0,1.0,0
2024-03-14,112022.82809349798,up_trend,11.0,1,10.0,23,speculation_continuous_drop,2.0,0.3713093354391957,0.2968377377700263,0.0,2.0,0,0,1.0,0
2024-03-15,114879.9057833913,up_trend,11.0,0,,23,speculation_continuous_drop,2.0,0.1190265520717665,-0.2522827833674292,1.0,2.0,1,0,1.0,0
2024-03-18,116635.82843141958,up_trend,11.0,1,11.0,23,speculation_continuous_drop,2.0,0.1524919531264966,0.0334654010547301,0.0,2.0,0,0,1.0,0
2024-03-19,114777.5935745528,up_trend,11.0,1,11.0,23,speculation_continuous_drop,3.0,-0.0645880954211273,-0.21708004854762392,1.0,3.0,1,0,1.0,0
2024-03-20,116981.30857925958,up_trend,11.0,1,11.0,23,speculation_continuous_drop,3.0,-0.1394810929511999,-0.0748929975300726,1.0,3.0,2,0,1.0,0
2024-03-21,117150.57303903022,down_trend,12.0,1,11.0,23,speculation_continuous_drop,4.0,-0.2353533402864061,-0.09587224733520619,1.0,4.0,3,1,0.5,1
2024-03-22,114214.21441320475,down_trend,12.0,1,11.0,23,speculation_continuous_drop,3.0,-0.1319639044237925,0.1033894358626136,0.0,3.0,0,0,1.0,0
2024-03-25,107366.8720415848,down_trend,12.0,1,11.0,23,speculation_continuous_drop,3.0,0.1248989040942082,0.2568628085180007,0.0,3.0,0,0,1.0,0
2024-03-26,108390.37476156023,down_trend,12.0,1,12.0,23,speculation_continuous_drop,3.0,-0.0685536749511882,-0.19345257904539642,1.0,3.0,1,0,1.0,0
2024-03-27,108335.4070444004,down_trend,12.0,1,12.0,23,speculation_continuous_drop,2.0,-0.001111856471884,0.06744181847930421,0.0,2.0,0,0,1.0,0
2024-03-28,108491.2733317798,down_trend,12.0,1,12.0,23,speculation_continuous_drop,2.0,-0.3486179972212963,-0.34750614074941233,1.0,2.0,1,0,1.0,0
2024-03-29,107153.30544336088,up_trend,13.0,1,12.0,23,speculation_continuous_drop,2.0,-0.3171786528716252,0.031439344349671106,0.0,2.0,0,0,1.0,0
2024-04-01,112500.4832019566,up_trend,13.0,1,12.0,23,speculation_continuous_drop,2.0,-0.0411504902915018,0.2760281625801234,0.0,2.0,0,0,1.0,0
