date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_first_diff,speculation_abs_first_diff,speculation_first_diff_rank,speculation_abs_first_diff_rank,speculation_first_diff_rise_signal,speculation_first_diff_drop_signal,speculation_first_diff_large_abs_signal,signal,position_scale,is_effective_signal,open,realtime_trend,realtime_position,realtime_segment_id,base_position,factor_position,daily_price_return,strategy_return,base_strategy_return,nav,base_nav,running_max,drawdown
2023-09-08,173951.38707074328,down_trend,2.0,0,,22,speculation_first_difference,0.95,0.7779856314922208,0.4709737929007725,0.4709737929007725,0.95,0.95,0,0,1,1,0.5,0,180584.0095588844,down_trend,-1.0,3.0,-1.0,-1.0,-6632.622488141118,6632.622488141118,6632.622488141118,24904.310484864676,24219.956710090162,24904.310484864676,0.0
2023-09-11,175933.38619402982,down_trend,2.0,0,,22,speculation_first_difference,0.7,0.434395784800586,-0.3435898466916348,0.3435898466916348,0.15,0.7,0,0,0,0,1.0,0,174214.05721262863,down_trend,-1.0,3.0,-1.0,-0.5,1719.328981401195,-859.6644907005975,-1719.328981401195,24044.64599416408,22500.627728688967,24904.310484864676,859.6644907005975
2023-09-12,175115.808687838,down_trend,2.0,0,,22,speculation_first_difference,0.2,0.3841156394189933,-0.0502801453815927,0.0502801453815927,0.5,0.2,0,0,0,0,1.0,0,175915.66888645367,down_trend,-1.0,3.0,-1.0,-1.0,-799.8601986156718,799.8601986156718,799.8601986156718,24844.50619277975,23300.48792730464,24904.310484864676,59.80429208492569
2023-09-13,173532.41662518663,down_trend,2.0,0,,22,speculation_first_difference,0.45,0.1933871187934704,-0.1907285206255229,0.1907285206255229,0.3,0.45,0,0,0,0,1.0,0,174546.2790066712,down_trend,-1.0,3.0,-1.0,-1.0,-1013.8623814845632,1013.8623814845632,1013.8623814845632,25858.368574264314,24314.350308789202,25858.368574264314,0.0
2023-09-14,166974.9207180873,down_trend,2.0,0,,22,speculation_first_difference,0.9,0.6323941482710722,0.4390070294776018,0.4390070294776018,0.9,0.9,0,0,0,0,1.0,0,172707.59015913607,down_trend,-1.0,3.0,-1.0,-1.0,-5732.6694410487835,5732.6694410487835,5732.6694410487835,31591.038015313097,30047.019749837986,31591.038015313097,0.0
2023-09-15,167419.08418504574,down_trend,2.0,0,,22,speculation_first_difference,0.35,0.5007508365401547,-0.1316433117309174,0.1316433117309174,0.35,0.35,0,0,0,0,1.0,0,168178.49686416905,down_trend,-1.0,3.0,-1.0,-1.0,-759.4126791233139,759.4126791233139,759.4126791233139,32350.45069443641,30806.4324289613,32350.45069443641,0.0
2023-09-18,164878.8172660036,down_trend,2.0,0,,22,speculation_first_difference,0.8,0.1000864947069014,-0.4006643418332533,0.4006643418332533,0.05,0.8,0,0,0,0,1.0,0,166982.34919656377,down_trend,-1.0,3.0,-1.0,-1.0,-2103.531930560159,2103.531930560159,2103.531930560159,34453.98262499657,32909.96435952146,34453.98262499657,0.0
2023-09-19,157557.17446305772,down_trend,2.0,0,,22,speculation_first_difference,0.65,0.4342448894794879,0.3341583947725865,0.3341583947725865,0.85,0.65,0,0,0,0,1.0,0,164211.38011918348,down_trend,-1.0,3.0,-1.0,-1.0,-6654.205656125763,6654.205656125763,6654.205656125763,41108.18828112233,39564.17001564722,41108.18828112233,0.0
2023-09-20,152200.22593190565,down_trend,2.0,0,,22,speculation_first_difference,0.75,0.7965058156421968,0.3622609261627089,0.3622609261627089,0.85,0.75,0,0,0,0,1.0,0,156974.80828432398,down_trend,-1.0,3.0,-1.0,-1.0,-4774.582352418336,4774.582352418336,4774.582352418336,45882.77063354067,44338.75236806556,45882.77063354067,0.0
2023-09-21,157066.76293912297,down_trend,2.0,0,,22,speculation_first_difference,0.3,0.892920667367586,0.0964148517253892,0.0964148517253892,0.65,0.3,0,0,0,0,1.0,0,151772.8509232696,down_trend,-1.0,3.0,-1.0,-1.0,5293.912015853362,-5293.912015853362,-5293.912015853362,40588.85861768731,39044.840352212195,45882.77063354067,5293.912015853362
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,22,speculation_first_difference,0.4,1.0355193138275331,0.1425986464599471,0.1425986464599471,0.65,0.4,0,0,0,0,1.0,0,157009.49992723946,down_trend,-1.0,3.0,-1.0,-1.0,-4552.651750131801,4552.651750131801,4552.651750131801,45141.51036781911,43597.492102344,45882.77063354067,741.2602657215612
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,22,speculation_first_difference,0.45,0.8228342036462523,-0.2126851101812809,0.2126851101812809,0.2,0.45,0,0,0,0,1.0,0,152346.27160213934,down_trend,-1.0,3.0,-1.0,-1.0,-479.3981780344038,479.3981780344038,479.3981780344038,45620.90854585351,44076.8902803784,45882.77063354067,261.8620876871573
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,22,speculation_first_difference,0.45,1.014961885819421,0.1921276821731686,0.1921276821731686,0.7,0.45,0,0,0,0,1.0,0,151215.47692985792,down_trend,-1.0,3.0,-1.0,-1.0,-6860.343158660427,6860.343158660427,6860.343158660427,52481.25170451394,50937.23343903883,52481.25170451394,0.0
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,22,speculation_first_difference,0.45,1.215383281344587,0.2004213955251661,0.2004213955251661,0.7,0.45,0,0,0,0,1.0,0,144180.6283420003,down_trend,-1.0,3.0,-1.0,-1.0,-3394.724198890064,3394.724198890064,3394.724198890064,55875.975903404,54331.95763792889,55875.975903404,0.0
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,22,speculation_first_difference,0.8,0.8261238695697705,-0.3892594117748166,0.3892594117748166,0.1,0.8,0,0,0,0,1.0,0,142111.29202125155,down_trend,-1.0,3.0,-1.0,-1.0,1334.8505005325424,-1334.8505005325424,-1334.8505005325424,54541.12540287146,52997.10713739635,55875.975903404,1334.8505005325424
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,22,speculation_first_difference,1.0,0.174944469642449,-0.6511793999273214,0.6511793999273214,0.0,1.0,0,1,1,1,0.5,1,142622.09037149654,down_trend,-1.0,3.0,-1.0,-1.0,2373.404161914572,-2373.404161914572,-2373.404161914572,52167.72124095689,50623.70297548178,55875.975903404,3708.2546624471142
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,22,speculation_first_difference,0.85,0.5934506713955551,0.418506201753106,0.418506201753106,0.9,0.85,0,0,0,0,1.0,0,145440.99928102564,down_trend,-1.0,3.0,-1.0,-0.5,-164.88919122857624,82.44459561428812,164.88919122857624,52250.16583657118,50788.592166710354,55875.975903404,3625.810066832826
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,22,speculation_first_difference,0.5,0.3303602150568635,-0.2630904563386915,0.2630904563386915,0.25,0.5,0,0,0,0,1.0,0,146020.77058642116,up_trend,1.0,4.0,-1.0,-1.0,2335.483426352148,-2335.483426352148,-2335.483426352148,49914.68241021903,48453.108740358206,55875.975903404,5961.293493184974
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,22,speculation_first_difference,0.95,0.8142153840651848,0.4838551690083212,0.4838551690083212,1.0,0.95,1,0,1,1,0.5,1,149216.11493185945,up_trend,1.0,4.0,1.0,1.0,8433.863224357192,8433.863224357192,8433.863224357192,58348.54563457622,56886.9719647154,58348.54563457622,0.0
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,22,speculation_first_difference,0.65,1.1778303822365563,0.3636149981713715,0.3636149981713715,0.8,0.65,0,0,0,0,1.0,0,159370.05782139994,up_trend,1.0,4.0,1.0,0.5,234.7205675006844,117.3602837503422,234.7205675006844,58465.90591832656,57121.69253221608,58465.90591832656,0.0
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,22,speculation_first_difference,0.2,1.3379614333609042,0.1601310511243479,0.1601310511243479,0.55,0.2,0,0,0,0,1.0,0,160433.52449509362,up_trend,1.0,4.0,1.0,1.0,-3716.258051275916,-3716.258051275916,-3716.258051275916,54749.64786705065,53405.43448094017,58465.90591832656,3716.258051275916
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,22,speculation_first_difference,0.5,1.0640686089454428,-0.2738928244154615,0.2738928244154615,0.2,0.5,0,0,0,0,1.0,0,156602.9712412974,up_trend,1.0,4.0,1.0,1.0,622.7728881627845,622.7728881627845,622.7728881627845,55372.42075521343,54028.20736910295,58465.90591832656,3093.4851631131314
2023-10-18,153207.98823114813,down_trend,4.0,0,,22,speculation_first_difference,0.15,0.9289867039980632,-0.1350819049473796,0.1350819049473796,0.35,0.15,0,0,0,0,1.0,0,158134.20468107678,down_trend,-1.0,5.0,1.0,1.0,-4926.216449928645,-4926.216449928645,-4926.216449928645,50446.20430528479,49101.990919174306,58465.90591832656,8019.701613041776
2023-10-19,146620.07736703512,down_trend,4.0,0,,22,speculation_first_difference,0.25,1.0973375615124814,0.1683508575144182,0.1683508575144182,0.6,0.25,0,0,0,0,1.0,0,152331.37561592323,down_trend,-1.0,5.0,-1.0,-1.0,-5711.29824888811,5711.29824888811,5711.29824888811,56157.5025541729,54813.289168062416,58465.90591832656,2308.403364153666
2023-10-20,141762.22849393392,down_trend,4.0,0,,22,speculation_first_difference,0.05,1.2237495586798215,0.12641199716734,0.12641199716734,0.45,0.05,0,0,0,0,1.0,0,145138.43534829994,down_trend,-1.0,5.0,-1.0,-1.0,-3376.206854366028,3376.206854366028,3376.206854366028,59533.709408538925,58189.496022428444,59533.709408538925,0.0
2023-10-23,141845.8572222496,down_trend,4.0,0,,22,speculation_first_difference,0.0,1.1547237973645903,-0.0690257613152312,0.0690257613152312,0.4,0.0,0,0,0,0,1.0,0,141641.6698585686,down_trend,-1.0,5.0,-1.0,-1.0,204.18736368097598,-204.18736368097598,-204.18736368097598,59329.52204485795,57985.30865874747,59533.709408538925,204.18736368097598
2023-10-24,144547.43179243224,down_trend,4.0,0,,22,speculation_first_difference,0.6,0.828693564588757,-0.3260302327758333,0.3260302327758333,0.15,0.6,0,0,0,0,1.0,0,142054.04704036537,down_trend,-1.0,5.0,-1.0,-1.0,2493.384752066864,-2493.384752066864,-2493.384752066864,56836.137292791085,55491.923906680604,59533.709408538925,2697.57211574784
2023-10-25,141611.4743999891,down_trend,4.0,0,,22,speculation_first_difference,0.5,1.045229662984907,0.2165360983961499,0.2165360983961499,0.75,0.5,0,0,0,0,1.0,0,145871.47786709727,down_trend,-1.0,5.0,-1.0,-1.0,-4260.003467108181,4260.003467108181,4260.003467108181,61096.14075989927,59751.927373788785,61096.14075989927,0.0
2023-10-26,140808.58170937747,down_trend,4.0,0,,22,speculation_first_difference,0.0,1.016845620680504,-0.0283840423044028,0.0283840423044028,0.4,0.0,0,0,0,0,1.0,0,141441.79213243217,down_trend,-1.0,5.0,-1.0,-1.0,-633.2104230546975,633.2104230546975,633.2104230546975,61729.351182953964,60385.13779684348,61729.351182953964,0.0
2023-10-27,142256.96517097135,down_trend,4.0,0,,22,speculation_first_difference,0.0,1.0304469770553892,0.0136013563748851,0.0136013563748851,0.45,0.0,0,0,0,0,1.0,0,140935.74322248675,down_trend,-1.0,5.0,-1.0,-1.0,1321.2219484845991,-1321.2219484845991,-1321.2219484845991,60408.129234469365,59063.91584835888,61729.351182953964,1321.2219484845991
2023-10-30,145151.50205200096,down_trend,4.0,0,,22,speculation_first_difference,0.4,0.8618781030406721,-0.1685688740147171,0.1685688740147171,0.3,0.4,0,0,0,0,1.0,0,142694.66909670806,down_trend,-1.0,5.0,-1.0,-1.0,2456.8329552928917,-2456.8329552928917,-2456.8329552928917,57951.29627917647,56607.08289306599,61729.351182953964,3778.054903777491
2023-10-31,141472.84801844467,down_trend,4.0,0,,22,speculation_first_difference,0.4,1.0429541271050051,0.1810760240643329,0.1810760240643329,0.7,0.4,0,0,0,0,1.0,0,144333.45004297036,down_trend,-1.0,5.0,-1.0,-1.0,-2860.602024525695,2860.602024525695,2860.602024525695,60811.89830370217,59467.68491759169,61729.351182953964,917.4528792517958
2023-11-01,140968.30176748667,down_trend,4.0,0,,22,speculation_first_difference,0.2,0.9089421263603804,-0.1340120007446247,0.1340120007446247,0.35,0.2,0,0,0,0,1.0,0,141261.03520349308,down_trend,-1.0,5.0,-1.0,-1.0,-292.7334360064124,292.7334360064124,292.7334360064124,61104.63173970858,59760.4183535981,61729.351182953964,624.7194432453834
2023-11-02,139460.8904642823,down_trend,4.0,0,,22,speculation_first_difference,0.7,0.5833284177212471,-0.3256137086391333,0.3256137086391333,0.15,0.7,0,0,0,0,1.0,0,140766.9670966233,down_trend,-1.0,5.0,-1.0,-1.0,-1306.0766323409916,1306.0766323409916,1306.0766323409916,62410.70837204957,61066.49498593909,62410.70837204957,0.0
2023-11-03,139792.89015969163,down_trend,4.0,0,,22,speculation_first_difference,0.15,0.4972419244517814,-0.0860864932694657,0.0860864932694657,0.45,0.15,0,0,0,0,1.0,0,140077.81029654376,down_trend,-1.0,5.0,-1.0,-1.0,-284.9201368521317,284.9201368521317,284.9201368521317,62695.628508901704,61351.41512279122,62695.628508901704,0.0
2023-11-06,137673.10349068398,down_trend,4.0,0,,22,speculation_first_difference,0.0,0.4877300861672962,-0.0095118382844852,0.0095118382844852,0.55,0.0,0,0,0,0,1.0,0,139141.50472100117,down_trend,-1.0,5.0,-1.0,-1.0,-1468.4012303171912,1468.4012303171912,1468.4012303171912,64164.029739218895,62819.816353108414,64164.029739218895,0.0
2023-11-07,134064.895158069,down_trend,4.0,0,,22,speculation_first_difference,0.65,0.725760940812266,0.2380308546449698,0.2380308546449698,0.85,0.65,0,0,0,0,1.0,0,137192.0435655644,down_trend,-1.0,5.0,-1.0,-1.0,-3127.148407495406,3127.148407495406,3127.148407495406,67291.1781467143,65946.96476060382,67291.1781467143,0.0
2023-11-08,135846.2033121477,down_trend,4.0,0,,22,speculation_first_difference,0.95,1.1901756336576224,0.4644146928453563,0.4644146928453563,0.95,0.95,0,0,1,1,0.5,0,133610.52239984306,down_trend,-1.0,5.0,-1.0,-1.0,2235.6809123046405,-2235.6809123046405,-2235.6809123046405,65055.49723440966,63711.28384829918,67291.1781467143,2235.6809123046405
2023-11-09,135284.71439327145,down_trend,4.0,0,,22,speculation_first_difference,1.0,0.5799246881619707,-0.6102509454956516,0.6102509454956516,0.0,1.0,0,1,1,1,0.5,0,135803.34499007935,down_trend,-1.0,5.0,-1.0,-0.5,-518.6305968078959,259.31529840394796,518.6305968078959,65314.81253281361,64229.914445107075,67291.1781467143,1976.3656139006926
2023-11-10,139399.19152847852,down_trend,4.0,0,,22,speculation_first_difference,0.75,0.8568342382430861,0.2769095500811154,0.2769095500811154,0.9,0.75,0,0,0,0,1.0,0,135735.41107514998,down_trend,-1.0,5.0,-1.0,-0.5,3663.780453328538,-1831.890226664269,-3663.780453328538,63482.92230614934,60566.13399177854,67291.1781467143,3808.2558405649615
