symbol,factor_id,factor_name,segment_id,trend,start_date,end_date,end_signal_date,start_close,end_close,end_signal_close,has_signal,has_effective_signal,trade_return,base_trade_return,max_profit_before_end,profit_at_exit,profit_giveback,win
LC,21,speculation_change_rate,28,down_trend,2024-11-20,2024-12-19,2025-01-07,83069.64961439381,75646.59865128386,78238.59709504947,1,0,-0.0005382506320961156,-0.0020459184101384587,0.09812802023431066,0.06174768846475165,0.37074356216185594,0
LC,21,speculation_change_rate,29,up_trend,2024-12-19,2025-01-20,2025-02-06,75646.59865128386,80380.96737600217,77450.23287346536,1,1,-0.011465466046758355,-0.003845605272755126,0.06258534830551787,0.023842899143369234,0.6190338507508616,0
LC,21,speculation_change_rate,30,down_trend,2025-01-20,2025-05-29,2025-06-11,80380.96737600217,59083.59433364111,61764.79946001634,1,1,0.2015227652212952,0.22129078647499267,0.36046170316071535,0.30140416675418935,0.16383858781301552,1
LC,21,speculation_change_rate,31,up_trend,2025-05-29,2025-06-11,2025-06-20,59083.59433364111,61764.79946001634,59074.355492316274,0,0,-0.007746222781572443,-0.007746222781572443,0.04537985809114198,-0.0001563689790546885,1.003445779375084,0
LC,21,speculation_change_rate,32,down_trend,2025-06-11,2025-06-20,2025-06-26,61764.79946001634,59074.355492316274,61510.27137672392,0,0,-0.03912089577206035,-0.03912089577206035,0.045543348637125725,0.004137976919879716,0.9091420142851212,0
LC,21,speculation_change_rate,33,up_trend,2025-06-20,2025-07-22,2025-07-23,59074.355492316274,72385.3095290136,69036.84822482467,1,1,0.11394360974385553,0.10920359498662857,0.22532542125539834,0.16864327421742598,0.25155682267082136,1
LC,21,speculation_change_rate,34,down_trend,2025-07-25,2025-08-05,2025-08-07,79578.45873826499,68017.81882734837,72313.15902511151,0,0,-0.012579671773093604,-0.012579671773093604,0.16996487259112691,0.10046995334044984,0.40887812988191,0
LC,21,speculation_change_rate,35,up_trend,2025-08-05,2025-08-18,2025-08-20,68017.81882734837,88979.04766675524,80716.02111876692,1,0,0.1254184908896283,0.14078837307261538,0.30817261124784645,0.18668934861981934,0.3942052544388013,1
LC,21,speculation_change_rate,36,down_trend,2025-08-18,2025-09-10,2025-09-17,88979.04766675524,70827.04237735186,73784.71070237238,0,0,0.027540317996963326,0.027540317996963326,0.2562863657738699,0.20592798724484696,0.1964926162847688,1
LC,21,speculation_change_rate,37,up_trend,2025-09-10,2025-10-30,2025-11-04,70827.04237735186,83298.19290610154,78692.84692417741,1,1,0.10342106164438669,0.1142241213827131,0.176078939768598,0.11105651574321262,0.3692799610835771,1
LC,21,speculation_change_rate,38,up_trend,2025-11-04,2025-11-19,2025-11-21,78692.84692417741,99785.99208447618,91473.83576451118,1,0,0.10757086634523816,0.10545212308564267,0.26804399617950736,0.16241614504871804,0.39406908058500595,1
LC,21,speculation_change_rate,39,down_trend,2025-11-25,2025-12-05,2025-12-10,96559.5923121724,91762.80919857872,95566.96369037496,0,0,-0.07273097395355732,-0.0893936741796093,0.0522737169392149,0.010386733903291478,0.8013010263768039,0
LC,21,speculation_change_rate,40,up_trend,2025-12-05,2025-12-26,2025-12-29,91762.80919857872,130537.55436496645,119352.66209023353,1,1,0.29528629036229503,0.28689102136766764,0.4225540336551543,0.30066486774559364,0.28845817623654313,1
LC,21,speculation_change_rate,41,up_trend,2025-12-29,2026-01-13,2026-01-16,119352.66209023353,167443.3787281536,146675.0696779114,1,1,0.08053679254420376,0.07199029928275968,0.4029295685215828,0.22892164371684887,0.4318569258721782,1
LC,21,speculation_change_rate,42,up_trend,2026-01-16,2026-01-23,2026-01-26,146675.0696779114,182015.7536821401,166009.76492428427,0,0,-0.08170502065040386,-0.08170502065040386,0.24094540457239555,0.13181991519643077,0.4529054603453806,0
LC,21,speculation_change_rate,43,down_trend,2026-01-27,2026-02-02,2026-02-03,179713.01714470427,133342.39018163507,148148.53656549432,0,0,0.03960192412299013,0.03960192412299013,0.34775608041752126,0.21305968530614372,0.3873300934081699,1
LC,21,speculation_change_rate,44,up_trend,2026-02-05,2026-02-27,2026-03-03,132814.57151833372,176159.30346692898,151111.41966204415,0,0,-0.07483688986629922,-0.07483688986629922,0.3263552444063862,0.1377623549475122,0.577876080410196,0
LC,21,speculation_change_rate,45,up_trend,2026-03-03,2026-03-10,2026-03-11,151111.41966204415,162775.55999529533,155068.5139548409,1,1,-0.1661036104756759,-0.16952588156542892,0.07718900635926573,0.026186599938288202,0.6607470263782612,0
LC,21,speculation_change_rate,46,up_trend,2026-03-19,2026-03-30,2026-03-31,142430.6882440164,172017.1987204765,157514.20618042158,0,0,0.13829942700458253,0.13829942700458253,0.20772567233384165,0.10590075862417825,0.4901893567879168,1
LC,21,speculation_change_rate,47,down_trend,2026-03-30,2026-04-09,2026-04-13,172017.1987204765,152942.5090462755,165253.6425236836,0,0,-0.07562325570188755,-0.07562325570188755,0.1247180381252253,0.04092833352114189,0.6718330873674657,0
LC,21,speculation_change_rate,48,up_trend,2026-04-09,2026-04-20,,152942.5090462755,179142.06795832145,179142.06795832145,0,0,0.0375687967099978,0.0375687967099978,0.17130331570615742,0.17130331570615742,0.0,1
